dataset_short_name,dataset_name,source_type,source_format,session_id,subject_id,session_date,recording_system,behavioral_context,extraction_success,n_files,file_extensions,recording_duration_s,n_units,n_spiketrains,n_spikes_total,raw_spike_events_total,sorted_units_mclust,sorted_unit_spikes_total_mclust,n_lfp_channels,n_electrodes,n_trials,n_event_objects,n_event_times_total,n_position_samples,sampling_rates_hz,brain_regions,unit_source,has_subject_metadata,has_session_metadata,has_session_date,has_recording_duration,has_spike_metadata,has_unit_metadata,has_sorted_unit_metadata,has_lfp_metadata,has_trial_metadata,has_event_metadata,has_position_metadata,has_sampling_rate_metadata,has_brain_region_metadata,has_standardized_format,has_openminds_candidate_metadata,error,species,sex,institution,experimenter,electrode_columns,unit_columns,file_size_mb,metadata_completeness_score,ephys_richness_score,behavior_richness_score,openminds_readiness_score,best_unit_count,best_spike_count,best_behavior_count,recording_duration_min,spikes_per_unit,units_per_minute,spikes_per_minute,trials_per_minute,events_per_trial,lfp_channels_per_unit,electrodes_per_unit,log_n_units,log_n_spikes_total,log_raw_spike_events_total,log_n_lfp_channels,log_n_electrodes,log_n_trials,log_n_event_times_total,log_n_position_samples,log_recording_duration_s,log_best_unit_count,log_best_spike_count,log_best_behavior_count,log_spikes_per_unit,log_units_per_minute,log_spikes_per_minute,log_trials_per_minute,log_events_per_trial,log_lfp_channels_per_unit,log_electrodes_per_unit,can_do_spike_analysis,can_do_lfp_analysis,can_do_behavior_analysis,can_do_position_analysis,can_do_spike_behavior_analysis,can_do_spike_position_analysis,can_do_lfp_behavior_analysis,can_do_cross_dataset_comparison,cross_dataset_reuse_score,data_analysis_potential_score,context_open_field,context_object,context_task,context_sleep,recording_profile_group,missing_requirements,recommended_analysis_type,metadata_profile_label,pca_1,pca_2,cluster
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-17,24101,2018-04-17,Neuralynx,open field / navigation,True,69.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,2279.0,34,34,21596.0,205994.0,34.0,21596.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,34.0,205994.0,0.0,37.983333333333334,6058.64705882353,0.895129442738043,5423.273365511189,0.0,0.0,0.4117647058823529,0.0,3.5553480614894135,9.980309695137413,12.235607175632492,2.70805020110221,0.0,0.0,0.0,0.0,7.731930721948486,3.5553480614894135,12.235607175632492,0.0,8.709406836249052,0.6392871437150168,8.598639227596395,0.0,0.0,0.3448404862917295,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.2043695937734866,-0.21814317172957667,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-18,24101,2018-04-18,Neuralynx,open field / navigation,True,41.0,.t64; .ncs; .ntt; .clusters; .nvt,2038.0,11,11,25913.0,297578.0,11.0,25913.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,11.0,297578.0,0.0,33.96666666666667,27052.545454545456,0.323846908734053,8760.883218842002,0.0,0.0,1.2727272727272727,0.0,2.4849066497880004,10.162538642188757,12.603435014935153,2.70805020110221,0.0,0.0,0.0,0.0,7.620214770574455,2.4849066497880004,12.603435014935153,0.0,10.205573346093987,0.28054182298503105,9.078166140145557,0.0,0.0,0.8209805520698302,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.9369502461986348,0.09581956477664946,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-23,24101,2018-04-23,Neuralynx,open field / navigation,True,50.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,5010.0,16,16,16482.0,416621.0,16.0,16482.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,16.0,416621.0,0.0,83.5,26038.8125,0.19161676646706588,4989.473053892216,0.0,0.0,0.875,0.0,2.833213344056216,9.710084825731355,12.939934614864043,2.70805020110221,0.0,0.0,0.0,0.0,8.519390774959724,2.833213344056216,12.939934614864043,0.0,10.167381895835753,0.1753110123077373,8.515285984631493,0.0,0.0,0.6286086594223741,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.7094642859907252,0.02457904370083312,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-24,24101,2018-04-24,Neuralynx,open field / navigation,True,54.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,2581.0,20,20,21448.0,731088.0,20.0,21448.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,20.0,731088.0,0.0,43.016666666666666,36554.4,0.4649360712901976,16995.459124370398,0.0,0.0,0.7,0.0,3.044522437723423,9.973433303222794,13.502290482346853,2.70805020110221,0.0,0.0,0.0,0.0,7.856319571406588,3.044522437723423,13.502290482346853,0.0,10.506584197083086,0.381811604172319,9.740760314541903,0.0,0.0,0.5306282510621704,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.1074137611340213,-0.036613440263819616,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-25,24101,2018-04-25,Neuralynx,open field / navigation,True,62.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,2907.0,23,23,134365.0,516776.0,23.0,134365.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,23.0,516776.0,0.0,48.45,22468.521739130436,0.4747162022703818,10666.171310629514,0.0,0.0,0.6086956521739131,0.0,3.1780538303479458,11.808322698876836,13.155366725816204,2.70805020110221,0.0,0.0,0.0,0.0,7.97522083865341,3.1780538303479458,13.155366725816204,0.0,10.019915080534988,0.38846556603910115,9.27492620236617,0.0,0.0,0.4754236967150748,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.0216627184522213,-0.07876566484223987,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-04-30,24101,2018-04-30,Neuralynx,open field / navigation,True,43.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,2026.0,9,9,13328.0,1062349.0,9.0,13328.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,9.0,1062349.0,0.0,33.766666666666666,118038.77777777778,0.2665350444225074,31461.470878578482,0.0,0.0,1.5555555555555556,0.0,2.302585092994046,9.497697391604019,13.875993993343785,2.70805020110221,0.0,0.0,0.0,0.0,7.614312146452,2.302585092994046,13.875993993343785,0.0,11.678776946454102,0.23628486036695306,10.356550713851677,0.0,0.0,0.9382696385929303,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.1450582830325104,0.20349251225275736,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-05-02,24101,2018-05-02,Neuralynx,open field / navigation,True,40.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,6467.0,6,6,15567.0,997821.0,6.0,15567.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,6.0,997821.0,0.0,107.78333333333333,166303.5,0.055667233647750114,9257.655790938612,0.0,0.0,2.3333333333333335,0.0,1.9459101490553132,9.652972804425787,13.813330182672724,2.70805020110221,0.0,0.0,0.0,0.0,8.774622220696997,1.9459101490553132,13.813330182672724,0.0,12.021575724345885,0.05417301597168751,9.13331415413747,0.0,0.0,1.2039728043259361,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.9548682181578991,0.3558549337598064,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-05-03,24101,2018-05-03,Neuralynx,open field / navigation,True,54.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,7667.0,15,15,28010.0,959997.0,15.0,28010.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,15.0,959997.0,0.0,127.78333333333333,63999.8,0.11738620059997391,7512.693361158211,0.0,0.0,0.9333333333333333,0.0,2.772588722239781,10.240352569152035,13.774686480108516,2.70805020110221,0.0,0.0,0.0,0.0,8.944811104165534,2.772588722239781,13.774686480108516,0.0,11.066650862263685,0.11099220840514952,8.924482416299103,0.0,0.0,0.659245628884264,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.7664984087810112,0.07758586319255423,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-05-04,24101,2018-05-04,Neuralynx,open field / navigation,True,53.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,10755.0,14,14,8563.0,1049325.0,14.0,8563.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,14.0,1049325.0,0.0,179.25,74951.78571428571,0.07810320781032078,5853.9748953974895,0.0,0.0,1.0,0.0,2.70805020110221,9.055322649709574,13.863658611262734,2.70805020110221,0.0,0.0,0.0,0.0,9.283219017388756,2.70805020110221,13.863658611262734,0.0,11.22461367047561,0.0752032079878016,8.675046988302299,0.0,0.0,0.6931471805599453,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.7429763164936158,0.10274591303363284,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-05-07,24101,2018-05-07,Neuralynx,open field / navigation,True,42.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,3898.0,8,8,5271.0,939766.0,8.0,5271.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,8.0,939766.0,0.0,64.96666666666667,117470.75,0.12314007183170857,14465.35659312468,0.0,0.0,1.75,0.0,2.1972245773362196,8.570165076182343,13.753387251180335,2.70805020110221,0.0,0.0,0.0,0.0,8.268475388982598,2.1972245773362196,13.753387251180335,0.0,11.673953158127585,0.11612839801530213,9.579580997535706,0.0,0.0,1.0116009116784799,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,1.9544656888302534,0.25209166482596784,0
openfield_ca1,d-40faae41-7e72-4c3c-9abf-91dea149158d,openfield,Axona/Neuralynx/MClust/OptiTrack,24101_2018-05-08,24101,2018-05-08,Neuralynx,open field / navigation,True,46.0,.ncs; .ntt; .clusters; .t64; .fd; .nvt,1777.0,12,12,26735.0,869684.0,12.0,26735.0,14.0,0.0,0,0.0,0.0,0.0,2000.0,,MClust sorted units,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,,,,,,,,0.0,0.6363636363636364,0.8333333333333334,0.0,0.6666666666666666,12.0,869684.0,0.0,29.616666666666667,72473.66666666667,0.40517726505346086,29364.682048396175,0.0,0.0,1.1666666666666667,0.0,2.5649493574615367,10.193766250835175,13.675886356102456,2.70805020110221,0.0,0.0,0.0,0.0,7.48324441607385,2.5649493574615367,13.675886356102456,0.0,11.190992354492169,0.3401634621251219,10.287581994262613,0.0,0.0,0.7731898882334818,0.0,True,True,False,False,False,False,False,False,0.5454545454545454,0.3333333333333333,True,False,False,False,spike_lfp,behavioral metadata; brain-region metadata,spike/unit analysis,spike+LFP ephys profile,2.2054343521274604,0.09985884959855282,0
